cmp,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,id,name,hierarchy,subsystem
substrate vs. host,4496.5582659773,-0.476584984882939,0.160128137110418,-2.97627258696144,0.00291775391523804,0.0133830861401414,|PWY-7644|,heparin degradation,"|Polymer-Degradation|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|POLYSACCHARIDES-DEG|,|Glycosaminoglycan-Degradation|",metabolism
substrate vs. host,7995.19503813987,0.456589509440791,0.0972493829590476,4.69503759867622,2.66557690720895e-06,5.47924142037395e-05,|PWY-7664|,oleate biosynthesis IV (anaerobic),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Unsaturated-Fatty-Acids-Biosynthesis|,|Oleate-Biosynthesis|",metabolism
substrate vs. host,4420.85059023442,0.406433264514685,0.10068543164509,4.0366640721901,5.42166135003392e-05,0.000588226132329665,|PWY-7722|,sulfoquinovose degradation II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|Sulfoquinovose-Degradation|",metabolism
substrate vs. host,478.157256663585,1.0953092997823,0.332422941824207,3.29492691981989,0.000984472785883061,0.00579203953531907,|PWY-7787|,L-threitol degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|SUGAR-ALCOHOLS-DEG|",metabolism
substrate vs. host,959.337023233223,0.965915005238051,0.176128558348641,5.4841475697885,4.15467856737505e-08,1.73530642138652e-06,|PWY-7795|,terephthalate degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|",metabolism
substrate vs. host,3260.32539524,0.807932033828275,0.206654202318539,3.9095843431382,9.24550706352255e-05,0.000814485146072224,|PWY-7804|,glyphosate degradation I,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|Phosphorus-Compounds|,|Glyphosate-Degradation|",metabolism
substrate vs. host,3959.35728104701,0.601576948541387,0.175708589731104,3.42371963409422,0.000617703134245019,0.0040638452479128,|PWY-7805|,(aminomethyl)phosphonate degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|Phosphorus-Compounds|,|Phophonate-Metabolism|,|Phosphonate-Degradation|",metabolism
substrate vs. host,6432.51600957693,0.431300422648066,0.107550015444551,4.01023115492185,6.0659333333845e-05,0.000597020328843559,|PWY-7807|,glyphosate degradation III,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|Phosphorus-Compounds|,|Glyphosate-Degradation|",metabolism
substrate vs. host,715.756344766203,0.577267578966303,0.193110442736191,2.98931311423127,0.00279605436837683,0.0130039958752721,|PWY-7822|,chitin degradation III (Serratia),"|Polymer-Degradation|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|POLYSACCHARIDES-DEG|,|Chitin-Degradation|",metabolism
substrate vs. host,3546.50733398926,0.649991198931823,0.231992726665083,2.80177403953783,0.00508224566463226,0.0202438732813701,|PWY-7823|,chlorzoxazone degradation,"|CHLORINATED-COMPOUNDS-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|Chloroaromatic-Compounds-Degradation|",metabolism
substrate vs. host,11930.2919723133,0.360827185321089,0.115136331491187,3.13391247269945,0.00172492299729391,0.00932466490420245,|PWY-7843|,heme degradation IV,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|COFACTOR-DEGRADATION|,|Tetrapyrrole-Degradation|,|Heme-Degradation|",metabolism
substrate vs. host,2636.10326920545,1.10978539663212,0.275075814572544,4.03447099977394,5.472544813971e-05,0.000588226132329665,|PWY-7844|,heme degradation III,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|COFACTOR-DEGRADATION|,|Tetrapyrrole-Degradation|,|Heme-Degradation|",metabolism
substrate vs. host,3695.02621381008,0.472411904582096,0.13806494184694,3.42166445922104,0.000622390713644303,0.0040638452479128,|PWY-7849|,urate conversion to allantoin III,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|Urate-Degradation|",metabolism
substrate vs. host,1213.76860130967,1.26131281714312,0.26789849021262,4.70817441390608,2.49945198456957e-06,5.47577309777413e-05,|PWY-7855|,ectoine degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AMINE-DEG|",metabolism
substrate vs. host,2033.81302097596,0.789503112157487,0.299102157407025,2.63957678875286,0.00830096154657027,0.0295934143583832,|PWY-7856|,heme a biosynthesis,"|Tetrapyrrole-Biosynthesis|,|Porphyrin-Compounds-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|HEME-SYN|",metabolism
substrate vs. host,5035.37315994732,0.521819994668603,0.118647200529032,4.39808096897252,1.09212238114708e-05,0.000173179406153322,|PWY-7858|,(5Z)-dodecenoate biosynthesis II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Unsaturated-Fatty-Acids-Biosynthesis|,|5Z-Dodec-5-enoate-Biosynthesis|",metabolism
substrate vs. host,1130.66644692398,1.41724893128799,0.316884199695562,4.47245060703429,7.73282652207158e-06,0.000132733568652053,|PWY-7862|,D-altritol and galactitol degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|SUGAR-ALCOHOLS-DEG|",metabolism
substrate vs. host,1993.61464135473,0.575433742816907,0.15212683522121,3.78259195348512,0.000155203729169745,0.00127297639934791,|PWY-7871|,D-threonate degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|",metabolism
substrate vs. host,699.040349139691,0.750742097986525,0.221184145116132,3.39419490304041,0.000688306870881938,0.00444198038766832,|PWY-7873|,D-erythronate degradation II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|",metabolism
substrate vs. host,2466.02861025273,0.691633304413145,0.152644456252728,4.5310083405062,5.87028206442491e-06,0.000104674244477315,|PWY-7874|,L-threonate degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|",metabolism
substrate vs. host,12100.3078444339,-0.288947245051231,0.108949187046479,-2.65212850948546,0.00799860922607461,0.0295934143583832,|PWY-7883|,anhydromuropeptides recycling II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|Anhydromuropeptides-Recycling|",metabolism
substrate vs. host,9217.4439022314,-0.277847514428179,0.0934120187073262,-2.97443003880172,0.00293533382576245,0.0134267330216881,|PWY-7884|,lipoprotein posttranslational modification,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Macromolecule-Modification|,|Protein-Modification|",metabolism
substrate vs. host,10491.7368890877,-0.437730303540098,0.146988010590826,-2.97800005443042,0.00290135933161708,0.0133446499644819,|PWY-7895|,ethionamide activation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Activation-Inactivation-Interconversion|,|Activation|",metabolism
substrate vs. host,17333.6263703205,-0.275401056410354,0.0953068407746554,-2.88962527948561,0.00385701285930427,0.0158606337201894,|PWY-7919|,protein N-glycosylation processing phase (plants and animals),"|Macromolecule-Modification|,|Protein-Modification|,|Glycan-Pathways|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|Glycan-Biosynthesis|,|Protein-Glycosylation|",metabolism
substrate vs. host,2553.00111481975,1.22522043782219,0.342942404533981,3.57267115884115,0.000353358378162171,0.00253772953674885,|PWY-7931|,brominated pyrroles biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|AROMATIC-COMPOUNDS-BIOSYN|,|Halogenated-Aromatics-Biosynthesis|",metabolism
substrate vs. host,9433.80784769802,-0.237643756022617,0.0978701823254947,-2.42815278745743,0.015175948514917,0.0493835519526212,|PWY-7961|,phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|Cobalamin-Biosynthesis|,|Cobamide-De-Novo-Biosynthesis|,|Adenosylcobamide-Biosynthesis|",metabolism
substrate vs. host,3695.20681942604,0.472548656118786,0.138061189258552,3.42274797614432,0.000619915247020558,0.0040638452479128,|PWY-7962|,"adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide","|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|Cobalamin-Biosynthesis|,|Cobamide-De-Novo-Biosynthesis|",metabolism
substrate vs. host,4004.27389128089,0.440214776345894,0.128067622832046,3.43736197027106,0.000587410025705603,0.00392786222007963,|PWY-7971|,adenosylcobinamide-GDP salvage from cobinamide I,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|Cobalamin-Biosynthesis|,|Cobamide-Salvage|,|B12-Salvage-From-Cobinamide|",metabolism
substrate vs. host,658.433083641936,1.68588213868006,0.308393122849748,5.46666580337927,4.58579474720763e-08,1.73530642138652e-06,|PWY-7972|,adenosylcobinamide-GDP salvage from cobinamide II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|Cobalamin-Biosynthesis|,|Cobamide-Salvage|,|B12-Salvage-From-Cobinamide|",metabolism
substrate vs. host,2164.80019464551,0.739986801066627,0.269075510962381,2.75010831873913,0.00595755675704441,0.0227082873539483,|PWY-7978|,N-methylpyrrolidone degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Other-Degradation|",metabolism
substrate vs. host,5223.96271593786,0.517599561919514,0.134120079597032,3.85922498312452,0.000113747183774959,0.000961365791803584,|PWY-7987|,vanchrobactin biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Siderophores-Biosynthesis|",metabolism
substrate vs. host,8249.32049061843,-0.298052218900027,0.112972524861592,-2.63827173257557,0.0083329779958395,0.0295934143583832,|PWY-7988|,baumannoferrin biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Siderophores-Biosynthesis|",metabolism
substrate vs. host,10408.634734702,-0.441171734614475,0.146739558627844,-3.00649489980653,0.00264278486992508,0.0127543095896385,|PWY-7989|,acinetoferrin biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Siderophores-Biosynthesis|",metabolism
substrate vs. host,4711.82172265023,0.860739355263658,0.152104071346802,5.65888439173431,1.5236014107614e-08,1.2079982613894e-06,|PWY-7997|,demethylmenaquinol-4 biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Carriers-Biosynthesis|,|Electron-Carrier-Biosynthesis|,|Quinone-Biosynthesis|,|Demethylmenaquinone-Biosynthesis|,|Demethylmenaquinol-6-Biosynthesis|",metabolism
substrate vs. host,658.433083641936,1.68588213868006,0.308393122849748,5.46666580337927,4.58579474720763e-08,1.73530642138652e-06,|PWY-8010|,L-cysteine biosynthesis IX (Trichomonas vaginalis),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|CYSTEINE-SYN|",metabolism
substrate vs. host,2301.04096002008,0.41726229154356,0.091828347402638,4.54393772016824,5.521297704525e-06,0.000101021545912463,|PWY-8014|,L-phenylalanine degradation VI (reductive Stickland reaction),"|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Reductive|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|PHENYLALANINE-DEG|",metabolism
substrate vs. host,2301.04096002008,0.41726229154356,0.091828347402638,4.54393772016824,5.521297704525e-06,0.000101021545912463,|PWY-8016|,L-tyrosine degradation V (reductive Stickland reaction),"|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|TYROSINE-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Fermentation|,|Amino-Acid-Fermentation|,|Stickland-Reductive|",metabolism
substrate vs. host,2033.81302097596,0.789503112157487,0.299102157407025,2.63957678875286,0.00830096154657027,0.0295934143583832,|PWY-8090|,D-apionate degradation II (RLP decarboxylase),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|D-Apionate-Degradation|",metabolism
substrate vs. host,2033.81302097596,0.789503112157487,0.299102157407025,2.63957678875286,0.00830096154657027,0.0295934143583832,|PWY-8092|,D-apionate degradation III (RLP transcarboxylase/hydrolase),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|D-Apionate-Degradation|",metabolism
substrate vs. host,2033.81302097596,0.789503112157487,0.299102157407025,2.63957678875286,0.00830096154657027,0.0295934143583832,|PWY-8093|,D-apiose degradation II (to D-apionate),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|,|D-Apiose-Degradation|",metabolism
substrate vs. host,18051.5726624816,-0.235682628151199,0.0580753068242444,-4.05822441652275,4.94472393638593e-05,0.000548864356938838,|PWY-8099|,tetrahydropteridine recycling,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Carriers-Biosynthesis|",metabolism
substrate vs. host,5451.96641302466,0.4790116700577,0.118577352004676,4.03965565059009,5.35297342444381e-05,0.000588226132329665,|PWY-8106|,queuosine biosynthesis III (queuosine salvage),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Macromolecule-Modification|,|Nucleic-Acid-Processing|,|Queuosine-Biosynthesis|",metabolism
substrate vs. host,3158.94825142169,0.767063678093325,0.278956833366805,2.74975761961243,0.00596393614193445,0.0227082873539483,|PWY-8125|,mevalonate pathway IV (archaea),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|ISOPRENOIDS|,|Isopentenyl-Diphosphate-Biosynthesis|,|Mevalonate-Pathways|",metabolism
substrate vs. host,658.433083641936,1.68588213868006,0.308393122849748,5.46666580337927,4.58579474720763e-08,1.73530642138652e-06,|PWY-8132|,S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III,"|Degradation|,|NUCLEO-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|IND-AMINO-ACID-SYN|,|METHIONINE-SYN|,|Methionine-Salvage|,|MTR-1P-Degradation|",metabolism
substrate vs. host,17104.634799329,0.178544412621429,0.0618063777724609,2.88877004374431,0.00386751789213028,0.0158606337201894,|PWY-8140|,serine racemization,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Amino-Acid-Biosynthesis|,|Other-Amino-Acid-Biosynthesis|",metabolism
substrate vs. host,8269.44261187325,0.507327808701091,0.109757219309568,4.62227279346594,3.79558429680534e-06,7.34842773741964e-05,|PWY-8145|,cytochrome c biogenesis (system III type),"|Macromolecule-Modification|,|Protein-Modification|,|Tetrapyrrole-Biosynthesis|,|Porphyrin-Compounds-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|HEME-SYN|,|Cytochrome-C-Biogenesis|",metabolism
substrate vs. host,3344.74870839357,0.535706425773277,0.15369349244328,3.48555047619194,0.000491125555292392,0.00336511954552195,|PWY-8149|,homospermidine biosynthesis II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Polyamine-Biosynthesis|,|Homospermidine-Biosynthesis|",metabolism
substrate vs. host,4993.63489916852,0.500269326693195,0.156808650662317,3.19031714500567,0.00142116742848223,0.00783524426630106,|PWY-8171|,molybdenum cofactor biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|Molybdenum-Cofactor-Biosynthesis|",metabolism
substrate vs. host,3774.04049438241,0.364758442792159,0.0898479699857689,4.05972937229337,4.91296251569227e-05,0.000548864356938838,|PWY-8180|,acrylate degradation II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|CARBOXYLATES-DEG|,|Acrylate-Degradation|",metabolism
substrate vs. host,11232.1942615787,-0.312246607989422,0.105394115473458,-2.9626569432907,0.00304996281137874,0.0137994241330044,|PWY-8181|,2-methyl-branched fatty acid &beta;-oxidation,"|Metabolic-Clusters|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Fatty-Acid-and-Lipid-Degradation|,|Fatty-Acid-Degradation|",metabolism
substrate vs. host,11232.1942615787,-0.312246607989422,0.105394115473458,-2.9626569432907,0.00304996281137874,0.0137994241330044,|PWY-8182|,valproate &beta;-oxidation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Fatty-Acid-and-Lipid-Degradation|,|Fatty-Acid-Degradation|",metabolism
substrate vs. host,16952.8538751316,-0.196389262461811,0.0491310449684477,-3.99725392748992,6.40815493729841e-05,0.000609690169748677,|PWY-8190|,L-glutamate degradation XI (reductive Stickland reaction),"|Amino-Acid-Fermentation|,|Stickland-Reductive|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|GLUTAMATE-DEG|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Energy-Metabolism|,|Fermentation|,|Fermentation-to-Acids|,|Acetyl-CoA-Butyrate|",metabolism
substrate vs. host,801.438856852927,0.559475352979574,0.190690413677647,2.93394587692982,0.00334682563152808,0.0145883200763158,|PWY-81|,toluene degradation to benzoyl-CoA (anaerobic),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|TOLUENE-DEG|",metabolism
substrate vs. host,6868.49884505625,0.61119468741231,0.124699901513356,4.90132453991431,9.5192647480356e-07,2.47649621960614e-05,|PWY-822|,fructan biosynthesis,"|Glycan-Pathways|,|Glycan-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|Polysaccharides-Biosynthesis|",metabolism
substrate vs. host,20478.9762048951,-0.100585869973475,0.0250352694188864,-4.01776662717252,5.87523403704614e-05,0.000588226132329665,|PWY-83|,monolignol glucosides biosynthesis,"|Metabolic-Clusters|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|LIGNIN-SYN|",metabolism
substrate vs. host,5480.7385591197,0.557375713018964,0.133847454010974,4.1642608530549,3.12362834658012e-05,0.000371488656932564,|PWY-881|,trehalose biosynthesis II,"|Metabolic-Regulators|,|Organic-solutes-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|CARBO-BIOSYNTHESIS|,|Trehalose-biosynthesis|",metabolism
substrate vs. host,3153.46228107194,0.766209470799649,0.278957020007385,2.74669363323198,0.00601993387727323,0.0228318676666513,|PWY8J2-1|,bacillithiol biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Carriers-Biosynthesis|,|Electron-Carrier-Biosynthesis|,|Reductants|",metabolism
substrate vs. host,3158.94825142169,0.767063678093325,0.278956833366805,2.74975761961243,0.00596393614193445,0.0227082873539483,|PWY-922|,mevalonate pathway I (eukaryotes and bacteria),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|ISOPRENOIDS|,|Isopentenyl-Diphosphate-Biosynthesis|,|Mevalonate-Pathways|",metabolism
substrate vs. host,14082.8838324003,-0.242158496248953,0.0807191386179576,-3.00001338462103,0.0026996774284191,0.0128898633795572,|PWYQT-4427|,sulfoquinovosyl diacylglycerol biosynthesis,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|",metabolism
substrate vs. host,15669.4791677109,-0.141530751983403,0.0512567933021099,-2.76120964394347,0.00575876972470839,0.0221952583139802,|PYRIDNUCSYN-PWY|,NAD de novo biosynthesis I (from aspartate),"|Carriers-Biosynthesis|,|Electron-Carrier-Biosynthesis|,|NAD-Metabolism|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|NAD-SYN|",metabolism
substrate vs. host,19045.0788816511,-0.255566625472177,0.0595658846168954,-4.29048652791581,1.78282101724738e-05,0.000233732046749361,|PYRIDOXSYN-PWY|,pyridoxal 5'-phosphate biosynthesis I,"|Vitamin-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|Vitamin-B6-Biosynthesis|",metabolism
substrate vs. host,11884.9058113133,-0.244573129871366,0.0939961186400803,-2.6019492443923,0.00926955698520283,0.0324922365902373,|QUINATEDEG-PWY|,quinate degradation I,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|Quinate-Degradation|",metabolism
substrate vs. host,472.23336328204,1.08695110801835,0.338568056388425,3.21043609256314,0.00132533735256118,0.00753135389765998,|RIBITOLUTIL-PWY|,ribitol degradation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|SUGAR-ALCOHOLS-DEG|",metabolism
substrate vs. host,5497.26993987419,0.358020436445818,0.0928990835016555,3.85386403127904,0.000116268180409915,0.000977709698901561,|RIBOKIN-PWY|,ribose phosphorylation,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|",metabolism
substrate vs. host,19913.0406162285,-0.0931073822021586,0.025823300483757,-3.6055570147094,0.000311484092206717,0.00237899547488158,|RIBOSYN2-PWY|,flavin biosynthesis I (bacteria and plants),"|Vitamin-Biosynthesis|,|Enzyme-Cofactor-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Carriers-Biosynthesis|,|Electron-Carrier-Biosynthesis|,|Flavin-Biosynthesis|",metabolism
substrate vs. host,17075.536534954,-0.316073900704344,0.0713570484126119,-4.42946993654631,9.4464979836786e-06,0.000154200187674754,|SALVPURINE2-PWY|,xanthine and xanthosine salvage,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Nucleotide-Biosynthesis|,|PUR-NUC-SYN|,|Purine-Nucleotides-Salvage|",metabolism
substrate vs. host,11884.9058113133,-0.244573129871366,0.0939961186400803,-2.6019492443923,0.00926955698520283,0.0324922365902373,|SHIKIMATEDEG-PWY|,shikimate degradation I,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|Shikimate-Degradation|",metabolism
substrate vs. host,1014.03632318824,0.488165046401372,0.172107239223927,2.83640042454126,0.00456252031299903,0.0184832027278428,|SORBDEG-PWY|,D-sorbitol degradation II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|SECONDARY-METABOLITE-DEGRADATION|,|Sugar-Derivatives|,|SUGAR-ALCOHOLS-DEG|",metabolism
substrate vs. host,17220.8404566253,-0.269223339546913,0.0950873786729242,-2.83132570593802,0.00463554901997234,0.0186881092451669,|SULFMETII-PWY|,assimilatory sulfate reduction II,"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Noncarbon-Nutrients|,|Sulfur-Metabolism|,|Assimilatory-Sulfate-Reduction|",metabolism
substrate vs. host,8645.11873273806,-0.270929001834902,0.105946073003281,-2.55723496071925,0.0105507925303349,0.0364462024128788,|THRDLCTCAT-PWY|,L-threonine degradation III (to methylglyoxal),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|THREONINE-DEG|",metabolism
substrate vs. host,5480.7385591197,0.557375713018964,0.133847454010974,4.1642608530549,3.12362834658012e-05,0.000371488656932564,|TRESYN-PWY|,trehalose biosynthesis I,"|Metabolic-Regulators|,|Organic-solutes-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|CARBO-BIOSYNTHESIS|,|Trehalose-biosynthesis|",metabolism
substrate vs. host,1197.23267143615,0.71208304206487,0.162438895304707,4.38369788669841,1.16681560401181e-05,0.000183278111384874,|TRPCAT-PWY|,L-tryptophan degradation I (via anthranilate),"|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Amino-Acid-Degradation|,|Proteinogenic-Amino-Acids-Degradation|,|TRYPTOPHAN-DEG|",metabolism
